image_id,original_region,layer,top_n
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",encoder.layer3,"[(0.7926725149154663, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (60, 30, 90, 60)), (0.7776575088500977, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (60, 60, 90, 90)), (0.7716956734657288, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (30, 30, 60, 60)), (0.7698257565498352, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (0, 60, 30, 90)), (0.7530215978622437, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (30, 30, 60, 60)), (0.7525678873062134, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (30, 90, 60, 120)), (0.7471936941146851, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_70_8', (30, 60, 60, 90)), (0.7443395853042603, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_82', (30, 60, 60, 90)), (0.7423760294914246, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (60, 0, 90, 30)), (0.7415066361427307, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (30, 60, 60, 90)), (0.7376312613487244, 'S1A_IW_GRDH_1SDV_20171203T183450_29SNB_34_4', (0, 60, 30, 90)), (0.7373676896095276, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_33_90', (60, 30, 90, 60)), (0.7357044219970703, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (30, 0, 60, 30)), (0.7355039119720459, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (30, 30, 60, 60)), (0.7341723442077637, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (60, 60, 90, 90)), (0.7332104444503784, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (30, 60, 60, 90)), (0.7328586578369141, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_7_61', (30, 30, 60, 60)), (0.7324451208114624, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (90, 30, 120, 60)), (0.7300736308097839, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (60, 60, 90, 90)), (0.7269723415374756, 'S1A_IW_GRDH_1SDV_20180506T042655_35UMA_3_18', (60, 30, 90, 60)), (0.7220448851585388, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (90, 60, 120, 90)), (0.7219216823577881, 'S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_15_0', (30, 60, 60, 90)), (0.7193077206611633, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_80_74', (60, 30, 90, 60)), (0.7187565565109253, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_87', (60, 60, 90, 90)), (0.7186776399612427, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_90', (30, 30, 60, 60)), (0.7184897661209106, 'S1A_IW_GRDH_1SDV_20170923T160313_35UMA_6_78', (30, 30, 60, 60)), (0.7184410691261292, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_18_88', (60, 30, 90, 60)), (0.7184172868728638, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_33_83', (30, 30, 60, 60)), (0.7183045148849487, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_80_74', (60, 0, 90, 30)), (0.7173900604248047, 'S1A_IW_GRDH_1SDV_20180515T182713_29SND_20_90', (30, 60, 60, 90)), (0.7167648673057556, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_33_90', (60, 60, 90, 90)), (0.7158791422843933, 'S1A_IW_GRDH_1SDV_20170808T043459_35ULA_81_21', (60, 60, 90, 90)), (0.7148028016090393, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_87', (60, 30, 90, 60)), (0.7107236385345459, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (30, 30, 60, 60)), (0.7101900577545166, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (60, 30, 90, 60)), (0.7101525664329529, 'S1A_IW_GRDH_1SDV_20180515T182713_29SND_20_90', (30, 30, 60, 60)), (0.7099704146385193, 'S1B_IW_GRDH_1SDV_20170929T045057_34UEG_3_50', (60, 60, 90, 90)), (0.7096294164657593, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (60, 30, 90, 60)), (0.708649218082428, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_80_74', (30, 30, 60, 60)), (0.7083393335342407, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_3_51', (60, 30, 90, 60)), (0.7073594331741333, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_75_8', (60, 30, 90, 60)), (0.7072973251342773, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_7_61', (60, 30, 90, 60)), (0.7067845463752747, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_90', (30, 60, 60, 90)), (0.7066975831985474, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (60, 90, 90, 120)), (0.7062733173370361, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_33_90', (60, 90, 90, 120)), (0.7062534093856812, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_5_62', (30, 60, 60, 90)), (0.7052042484283447, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_80', (60, 30, 90, 60)), (0.7050642967224121, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (30, 60, 60, 90)), (0.7049384713172913, 'S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_34_9', (30, 30, 60, 60)), (0.7045254707336426, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (60, 0, 90, 30))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",encoder.layer4,"[(0.8581828474998474, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8533517718315125, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8387961387634277, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8242343664169312, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8226029872894287, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.8197301626205444, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_82', (30, 60, 60, 90)), (0.8184577822685242, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8153573274612427, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 30, 60, 60)), (0.814599871635437, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.8145629167556763, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8082613945007324, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_20_5', (60, 60, 90, 90)), (0.7978071570396423, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60)), (0.7974863052368164, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.796265721321106, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_44_2', (30, 60, 60, 90)), (0.7924001812934875, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.7910892963409424, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_21_7', (30, 60, 60, 90)), (0.7902437448501587, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (30, 60, 60, 90)), (0.7901363372802734, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.7898844480514526, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.78664630651474, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_16_88', (60, 30, 90, 60)), (0.7835844159126282, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.7834227085113525, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_26_1', (60, 60, 90, 90)), (0.7831825613975525, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.7808931469917297, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_21_7', (30, 30, 60, 60)), (0.7784785628318787, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (30, 30, 60, 60)), (0.776654839515686, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.7753793597221375, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.7718443274497986, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.7715673446655273, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (60, 30, 90, 60)), (0.7710094451904297, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (30, 60, 60, 90)), (0.768801212310791, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.7673500776290894, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 60, 60, 90)), (0.7671496272087097, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (30, 30, 60, 60)), (0.7666774988174438, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 60, 90, 90)), (0.7664927244186401, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.766231894493103, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (30, 30, 60, 60)), (0.7658463716506958, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_26_83', (60, 60, 90, 90)), (0.7656888365745544, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.7644003629684448, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.763595461845398, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_31_83', (60, 30, 90, 60)), (0.7630325555801392, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.762151837348938, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_39_90', (60, 60, 90, 90)), (0.7599228024482727, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_26_0', (30, 60, 60, 90)), (0.7593097686767578, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.7592014074325562, 'S1B_IW_GRDH_1SDV_20180225T064227_29SNC_17_6', (60, 60, 90, 90)), (0.7590721249580383, 'S1A_IW_GRDH_1SDV_20171203T183450_29SNB_34_4', (30, 60, 60, 90)), (0.7586331367492676, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (30, 60, 60, 90)), (0.7585029602050781, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (60, 30, 90, 60)), (0.7577879428863525, 'S1A_IW_GRDH_1SDV_20170706T064235_29SND_1_1', (60, 60, 90, 90)), (0.757617712020874, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_9_38', (30, 60, 60, 90))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",decoder.up1,"[(0.905468225479126, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8884643912315369, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.8779300451278687, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8749608397483826, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8646763563156128, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.8548292517662048, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 30, 60, 60)), (0.8500726222991943, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8464159965515137, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.8409250974655151, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (90, 60, 120, 90)), (0.8405741453170776, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.840430498123169, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 90, 90, 120)), (0.8376322388648987, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.8373116254806519, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.8347733020782471, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.834250807762146, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.8340626955032349, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8334822654724121, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 30, 90, 60)), (0.833143949508667, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 30, 60, 60)), (0.8330814838409424, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 60, 90, 90)), (0.8330801725387573, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.8319602608680725, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.829774022102356, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.829740047454834, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 60, 90, 90)), (0.829640805721283, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 30, 60, 60)), (0.8286705017089844, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 30, 90, 60)), (0.8268550634384155, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.8264327049255371, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8257736563682556, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.8237782120704651, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (90, 60, 120, 90)), (0.8234323263168335, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 30, 90, 60)), (0.8211235404014587, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (90, 60, 120, 90)), (0.8205480575561523, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.819243311882019, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (60, 30, 90, 60)), (0.8177983164787292, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 60, 60, 90)), (0.8175698518753052, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 30, 90, 60)), (0.817115068435669, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 60, 90, 90)), (0.8158572912216187, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.8123253583908081, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60)), (0.8101621866226196, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 30, 90, 60)), (0.8092833161354065, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.8082506656646729, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (60, 30, 90, 60)), (0.8076946139335632, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 30, 60, 60)), (0.8067953586578369, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.806315541267395, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (60, 30, 90, 60)), (0.8062137365341187, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.8046010732650757, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 60, 90, 90)), (0.8041768670082092, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 30, 90, 60)), (0.8035554885864258, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.8026190996170044, 'S1A_IW_GRDH_1SDV_20171121T183515_29SND_15_90', (60, 60, 90, 90)), (0.8024945855140686, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (60, 60, 90, 90))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",decoder.up2,"[(0.8934857845306396, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (32, 64, 64, 96)), (0.8926738500595093, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (32, 64, 64, 96)), (0.8910274505615234, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (64, 64, 96, 96)), (0.8869312405586243, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (32, 32, 64, 64)), (0.8762680292129517, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (0, 64, 32, 96)), (0.871672511100769, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (32, 32, 64, 64)), (0.8700231313705444, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_26_0', (32, 32, 64, 64)), (0.8692370653152466, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (0, 64, 32, 96)), (0.868925929069519, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (0, 32, 32, 64)), (0.8688071966171265, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (32, 32, 64, 64)), (0.8684158325195312, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (32, 0, 64, 32)), (0.8679695129394531, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (32, 64, 64, 96)), (0.8666767477989197, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (64, 0, 96, 32)), (0.8666296005249023, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (32, 32, 64, 64)), (0.8662649393081665, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (32, 32, 64, 64)), (0.8661477565765381, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (32, 0, 64, 32)), (0.8660773634910583, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (32, 32, 64, 64)), (0.8650424480438232, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (64, 32, 96, 64)), (0.8646180629730225, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (32, 64, 64, 96)), (0.8643872737884521, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_7_39', (32, 0, 64, 32)), (0.86335289478302, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (64, 32, 96, 64)), (0.8629698753356934, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (64, 32, 96, 64)), (0.8618487119674683, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (0, 32, 32, 64)), (0.8603886365890503, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (0, 32, 32, 64)), (0.8601003885269165, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_28_11', (88, 64, 120, 96)), (0.8598150610923767, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (32, 88, 64, 120)), (0.8588413596153259, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (88, 64, 120, 96)), (0.8588235378265381, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_39_90', (32, 64, 64, 96)), (0.8587609529495239, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (32, 64, 64, 96)), (0.8572176694869995, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_17_7', (64, 0, 96, 32)), (0.8571416735649109, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (32, 32, 64, 64)), (0.8570550680160522, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_44_2', (32, 64, 64, 96)), (0.8566994667053223, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (64, 88, 96, 120)), (0.8560847043991089, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (32, 64, 64, 96)), (0.8556177616119385, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (32, 88, 64, 120)), (0.8553814888000488, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (64, 0, 96, 32)), (0.8547176718711853, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_26_0', (32, 64, 64, 96)), (0.8514055013656616, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (32, 88, 64, 120)), (0.8508747816085815, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (64, 64, 96, 96)), (0.8505141735076904, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_82', (32, 32, 64, 64)), (0.8500250577926636, 'S1A_IW_GRDH_1SDV_20171122T063450_29SND_69_85', (32, 32, 64, 64)), (0.8499805927276611, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (32, 64, 64, 96)), (0.8499726057052612, 'S1B_IW_GRDH_1SDV_20171221T183435_29SND_7_37', (88, 32, 120, 64)), (0.8489089608192444, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (0, 64, 32, 96)), (0.8489001989364624, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (64, 64, 96, 96)), (0.8476660251617432, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (64, 32, 96, 64)), (0.8475340604782104, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (64, 64, 96, 96)), (0.8474442362785339, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (32, 64, 64, 96)), (0.8472891449928284, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (64, 88, 96, 120)), (0.8470867872238159, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_28_11', (64, 88, 96, 120))]"
