image_id,layer,sigma,original_top_n,noisy_top_n
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,decoder.up1,0.1,"[(0.905468225479126, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8884643912315369, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.8779300451278687, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8749608397483826, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8646763563156128, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.8548292517662048, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 30, 60, 60)), (0.8500726222991943, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8464159965515137, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.8409250974655151, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (90, 60, 120, 90)), (0.8405741453170776, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.840430498123169, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 90, 90, 120)), (0.8376322388648987, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.8373116254806519, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.8347733020782471, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.834250807762146, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.8340626955032349, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8334822654724121, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 30, 90, 60)), (0.833143949508667, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 30, 60, 60)), (0.8330814838409424, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 60, 90, 90)), (0.8330801725387573, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.8319602608680725, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.829774022102356, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.829740047454834, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 60, 90, 90)), (0.829640805721283, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 30, 60, 60)), (0.8286705017089844, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 30, 90, 60)), (0.8268550634384155, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.8264327049255371, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8257736563682556, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.8237782120704651, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (90, 60, 120, 90)), (0.8234323263168335, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 30, 90, 60)), (0.8211235404014587, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (90, 60, 120, 90)), (0.8205480575561523, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.819243311882019, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (60, 30, 90, 60)), (0.8177983164787292, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 60, 60, 90)), (0.8175698518753052, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 30, 90, 60)), (0.817115068435669, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 60, 90, 90)), (0.8158572912216187, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.8123253583908081, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60)), (0.8101621866226196, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 30, 90, 60)), (0.8092833161354065, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.8082506656646729, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (60, 30, 90, 60)), (0.8076946139335632, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 30, 60, 60)), (0.8067953586578369, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.806315541267395, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (60, 30, 90, 60)), (0.8062137365341187, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.8046010732650757, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 60, 90, 90)), (0.8041768670082092, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 30, 90, 60)), (0.8035554885864258, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.8026190996170044, 'S1A_IW_GRDH_1SDV_20171121T183515_29SND_15_90', (60, 60, 90, 90)), (0.8024945855140686, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (60, 60, 90, 90))]","[(0.9098944664001465, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8933336734771729, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.8821498155593872, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8798896670341492, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8695368766784668, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.8598947525024414, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 30, 60, 60)), (0.8550294637680054, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8505976796150208, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.8437076807022095, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (90, 60, 120, 90)), (0.8434675931930542, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 90, 90, 120)), (0.8424034714698792, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.8410273194313049, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.8403797149658203, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.8399533033370972, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.8398658037185669, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 30, 60, 60)), (0.8392871618270874, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.8378046751022339, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8377165198326111, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 30, 90, 60)), (0.8371299505233765, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 60, 90, 90)), (0.836050271987915, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.8352222442626953, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 60, 90, 90)), (0.8348222970962524, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.8342021703720093, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.8340174555778503, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 30, 90, 60)), (0.833899736404419, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 30, 60, 60)), (0.8321888446807861, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.8306618332862854, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8286923766136169, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 30, 90, 60)), (0.8286136388778687, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.8266978859901428, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (90, 60, 120, 90)), (0.824736475944519, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.8247073888778687, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 60, 60, 90)), (0.8228091597557068, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (90, 60, 120, 90)), (0.8227238655090332, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (60, 30, 90, 60)), (0.822580099105835, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 60, 90, 90)), (0.82172691822052, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 30, 90, 60)), (0.8212764859199524, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.8188324570655823, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60)), (0.8151715397834778, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.8140586614608765, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 30, 90, 60)), (0.8130178451538086, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (60, 30, 90, 60)), (0.8124577403068542, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 30, 60, 60)), (0.8115894794464111, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (60, 30, 90, 60)), (0.8113585114479065, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.8107410669326782, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.8088710904121399, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 60, 90, 90)), (0.808396577835083, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 30, 90, 60)), (0.8069319725036621, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 60, 60, 90)), (0.806893527507782, 'S1B_IW_GRDH_1SDV_20180225T064227_29SNC_14_79', (60, 60, 90, 90)), (0.8061020374298096, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,decoder.up1,0.2,"[(0.905468225479126, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8884643912315369, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.8779300451278687, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8749608397483826, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8646763563156128, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.8548292517662048, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 30, 60, 60)), (0.8500726222991943, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8464159965515137, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.8409250974655151, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (90, 60, 120, 90)), (0.8405741453170776, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.840430498123169, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 90, 90, 120)), (0.8376322388648987, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.8373116254806519, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.8347733020782471, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.834250807762146, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.8340626955032349, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8334822654724121, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 30, 90, 60)), (0.833143949508667, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 30, 60, 60)), (0.8330814838409424, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 60, 90, 90)), (0.8330801725387573, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.8319602608680725, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.829774022102356, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.829740047454834, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 60, 90, 90)), (0.829640805721283, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 30, 60, 60)), (0.8286705017089844, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 30, 90, 60)), (0.8268550634384155, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.8264327049255371, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8257736563682556, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.8237782120704651, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (90, 60, 120, 90)), (0.8234323263168335, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 30, 90, 60)), (0.8211235404014587, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (90, 60, 120, 90)), (0.8205480575561523, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.819243311882019, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (60, 30, 90, 60)), (0.8177983164787292, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 60, 60, 90)), (0.8175698518753052, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 30, 90, 60)), (0.817115068435669, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 60, 90, 90)), (0.8158572912216187, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.8123253583908081, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60)), (0.8101621866226196, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 30, 90, 60)), (0.8092833161354065, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.8082506656646729, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_18_90', (60, 30, 90, 60)), (0.8076946139335632, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 30, 60, 60)), (0.8067953586578369, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.806315541267395, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (60, 30, 90, 60)), (0.8062137365341187, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.8046010732650757, 'S1A_IW_GRDH_1SDV_20171004T183515_29SNC_18_5', (60, 60, 90, 90)), (0.8041768670082092, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 30, 90, 60)), (0.8035554885864258, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.8026190996170044, 'S1A_IW_GRDH_1SDV_20171121T183515_29SND_15_90', (60, 60, 90, 90)), (0.8024945855140686, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (60, 60, 90, 90))]","[(0.890782356262207, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 60, 90, 90)), (0.8732681274414062, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 60, 90, 90)), (0.870718777179718, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 60, 60, 90)), (0.8573732376098633, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (60, 30, 90, 60)), (0.8455764055252075, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 30, 90, 60)), (0.8455219268798828, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (30, 30, 60, 60)), (0.8392415046691895, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.8374310731887817, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.8364540934562683, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.8362844586372375, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (60, 90, 90, 120)), (0.8355629444122314, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 60, 90, 90)), (0.8333250284194946, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.8319458961486816, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 60, 60, 90)), (0.83031165599823, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 30, 90, 60)), (0.8283341526985168, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (60, 60, 90, 90)), (0.8281353116035461, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 30, 90, 60)), (0.8264294862747192, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (60, 60, 90, 90)), (0.8239086866378784, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (30, 30, 60, 60)), (0.8235524892807007, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (60, 30, 90, 60)), (0.8214635848999023, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (90, 60, 120, 90)), (0.8202245235443115, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (60, 60, 90, 90)), (0.8201072216033936, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 30, 90, 60)), (0.8197762966156006, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 30, 60, 60)), (0.8190128207206726, 'S1B_IW_GRDH_1SDV_20171203T064230_29SNB_31_5', (90, 60, 120, 90)), (0.8165504932403564, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_34_87', (60, 60, 90, 90)), (0.8142672181129456, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.8134370446205139, 'S1A_IW_GRDH_1SDV_20180515T182713_29SND_20_90', (60, 30, 90, 60)), (0.8125892281532288, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 30, 90, 60)), (0.8125572204589844, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 30, 90, 60)), (0.8113196492195129, 'S1B_IW_GRDH_1SDV_20180225T064227_29SNC_14_79', (60, 60, 90, 90)), (0.8104226589202881, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_5', (30, 30, 60, 60)), (0.8091729879379272, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (60, 60, 90, 90)), (0.8091088533401489, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 30, 60, 60)), (0.8087306022644043, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (30, 60, 60, 90)), (0.8070379495620728, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 30, 90, 60)), (0.8068556189537048, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.8061496019363403, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (60, 30, 90, 60)), (0.805862307548523, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5', (90, 60, 120, 90)), (0.8057112693786621, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (60, 60, 90, 90)), (0.8048075437545776, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.8032556772232056, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (60, 60, 90, 90)), (0.8026081919670105, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_14_4', (30, 60, 60, 90)), (0.8023785352706909, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.7989495396614075, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.7961477637290955, 'S1B_IW_GRDH_1SDV_20180225T064227_29SNC_14_79', (90, 60, 120, 90)), (0.7937943339347839, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (60, 60, 90, 90)), (0.7934356927871704, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (90, 60, 120, 90)), (0.7929346561431885, 'S1B_IW_GRDH_1SDV_20180515T063421_29SND_19_90', (30, 30, 60, 60)), (0.792826771736145, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_80_43', (30, 60, 60, 90)), (0.7915571928024292, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_80', (30, 30, 60, 60))]"
