image_id,original_region:,layer,top_n
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",encoder.layer3,"[(0.7793534994125366, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (60, 30, 90, 60)), (0.7548160552978516, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (30, 30, 60, 60)), (0.7547506093978882, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (60, 60, 90, 90)), (0.7526253461837769, 'S1A_IW_GRDH_1SDV_20180515T182713_29SND_20_90', (30, 60, 60, 90)), (0.745438277721405, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_32_89', (30, 30, 60, 60)), (0.7447391748428345, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (30, 60, 60, 90)), (0.7437230348587036, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_7_61', (30, 30, 60, 60)), (0.7428853511810303, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_82', (30, 60, 60, 90)), (0.7387651801109314, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (90, 30, 120, 60)), (0.7378193140029907, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_70_8', (30, 60, 60, 90)), (0.7359123229980469, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_80', (60, 30, 90, 60)), (0.7318302392959595, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (90, 60, 120, 90)), (0.7270058393478394, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (30, 0, 60, 30)), (0.7266669273376465, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (30, 30, 60, 60)), (0.7264430522918701, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (0, 60, 30, 90)), (0.7262217998504639, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_75_8', (60, 30, 90, 60)), (0.7261835336685181, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (60, 60, 90, 90)), (0.7260481119155884, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (30, 30, 60, 60)), (0.7247722744941711, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (30, 60, 60, 90)), (0.7234951853752136, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_5_62', (30, 60, 60, 90)), (0.7233355045318604, 'S1A_IW_GRDH_1SDV_20170706T064235_29SND_9_37', (30, 30, 60, 60)), (0.7224387526512146, 'S1A_IW_GRDH_1SDV_20180515T182713_29SND_20_90', (30, 30, 60, 60)), (0.7212305665016174, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_33_83', (30, 30, 60, 60)), (0.7150149345397949, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (60, 60, 90, 90)), (0.7148569226264954, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (30, 30, 60, 60)), (0.7143546342849731, 'S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_34_9', (30, 30, 60, 60)), (0.712417483329773, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_70_8', (60, 60, 90, 90)), (0.7116118669509888, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_90', (30, 30, 60, 60)), (0.7115870118141174, 'S1A_IW_GRDH_1SDV_20170928T161125_35ULB_22_85', (60, 60, 90, 90)), (0.7108501195907593, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_11_78', (60, 0, 90, 30)), (0.7103919982910156, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_34_90', (30, 90, 60, 120)), (0.7098342776298523, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 30, 60, 60)), (0.7085738182067871, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_87', (60, 60, 90, 90)), (0.7081552743911743, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNC_33_90', (60, 30, 90, 60)), (0.7079386711120605, 'S1A_IW_GRDH_1SDV_20170913T043820_34TFN_28_7', (60, 30, 90, 60)), (0.7071401476860046, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_12_59', (30, 60, 60, 90)), (0.7069166898727417, 'S1A_IW_GRDH_1SDV_20180327T064301_29SNB_21_11', (30, 90, 60, 120)), (0.7069083452224731, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_71_9', (60, 30, 90, 60)), (0.7065112590789795, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_17_88', (30, 90, 60, 120)), (0.7062509059906006, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_87', (60, 30, 90, 60)), (0.7057697772979736, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_80_74', (60, 30, 90, 60)), (0.7054240703582764, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_85', (60, 30, 90, 60)), (0.7046685814857483, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_68_9', (60, 60, 90, 90)), (0.7046093344688416, 'S1A_IW_GRDH_1SDV_20180506T042655_35UMA_3_18', (60, 30, 90, 60)), (0.702499270439148, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (0, 30, 30, 60)), (0.7010759115219116, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_11_1', (30, 60, 60, 90)), (0.7010173797607422, 'S1A_IW_GRDH_1SDV_20170808T043459_35ULA_81_21', (60, 60, 90, 90)), (0.700836718082428, 'S1A_IW_GRDH_1SDV_20180413T161957_34UEG_80_74', (30, 30, 60, 60)), (0.6999614238739014, 'S1B_IW_GRDH_1SDV_20170929T045057_34UEG_3_50', (60, 30, 90, 60)), (0.6998265385627747, 'S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_84', (60, 0, 90, 30))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",encoder.layer4,"[(0.7891044616699219, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_38_12', (30, 60, 60, 90)), (0.7655895352363586, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_13_3', (30, 60, 60, 90)), (0.7639607787132263, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_38_12', (60, 60, 90, 90)), (0.7520610094070435, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (30, 60, 60, 90)), (0.7466592788696289, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 60, 90, 90)), (0.7465068101882935, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (60, 30, 90, 60)), (0.7463582754135132, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (30, 60, 60, 90)), (0.7429942488670349, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (60, 60, 90, 90)), (0.7412868142127991, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_81', (60, 60, 90, 90)), (0.7258092164993286, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 30, 90, 60)), (0.7237088680267334, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_12_86', (30, 60, 60, 90)), (0.7222094535827637, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (60, 30, 90, 60)), (0.7173161506652832, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (60, 60, 90, 90)), (0.7101555466651917, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_43_2', (60, 30, 90, 60)), (0.7099668979644775, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_23_5', (60, 60, 90, 90)), (0.7086114287376404, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_12_86', (60, 60, 90, 90)), (0.7084401249885559, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (30, 60, 60, 90)), (0.7072542905807495, 'S1B_IW_GRDH_1SDV_20170812T063420_29SNC_14_79', (60, 60, 90, 90)), (0.7053442001342773, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (60, 60, 90, 90)), (0.7027307748794556, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_38_3', (60, 60, 90, 90)), (0.7022019624710083, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (60, 90, 90, 120)), (0.7021632194519043, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_26_81', (60, 60, 90, 90)), (0.7013083696365356, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.6991283893585205, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (60, 60, 90, 90)), (0.6978278756141663, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (60, 60, 90, 90)), (0.6955009698867798, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_46_82', (30, 60, 60, 90)), (0.695218026638031, 'S1A_IW_GRDH_1SDV_20170706T064235_29SND_1_1', (30, 60, 60, 90)), (0.6936466693878174, 'S1A_IW_GRDH_1SDV_20180421T165046_33TWN_70_8', (60, 60, 90, 90)), (0.6928948163986206, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_25_1', (60, 30, 90, 60)), (0.6919345855712891, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_38_3', (30, 30, 60, 60)), (0.6917071342468262, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (60, 60, 90, 90)), (0.6909550428390503, 'S1B_IW_GRDH_1SDV_20170929T045057_34UEG_3_49', (60, 60, 90, 90)), (0.6898747682571411, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_39_3', (30, 60, 60, 90)), (0.6889028549194336, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_82', (30, 60, 60, 90)), (0.6887691617012024, 'S1B_IW_GRDH_1SDV_20170701T182622_29SND_85_23', (30, 60, 60, 90)), (0.6884956359863281, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (60, 30, 90, 60)), (0.6867995858192444, 'S1B_IW_GRDH_1SDV_20180515T063356_29SNC_40_1', (30, 60, 60, 90)), (0.6863877773284912, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_16_85', (60, 60, 90, 90)), (0.6852974891662598, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_77', (30, 60, 60, 90)), (0.6846187114715576, 'S1A_IW_GRDH_1SDV_20170706T064235_29SND_1_1', (30, 30, 60, 60)), (0.6838332414627075, 'S1A_IW_GRDH_1SDV_20170706T064235_29SND_1_1', (60, 30, 90, 60)), (0.6836637854576111, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_7', (30, 30, 60, 60)), (0.6835650205612183, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (30, 60, 60, 90)), (0.6832596063613892, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_31_83', (60, 60, 90, 90)), (0.6823513507843018, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_19_5', (60, 60, 90, 90)), (0.6820626854896545, 'S1A_IW_GRDH_1SDV_20171221T064303_29SND_30_82', (60, 60, 90, 90)), (0.6820405125617981, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_39_81', (60, 60, 90, 90)), (0.6819881200790405, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_25_1', (30, 60, 60, 90)), (0.681961178779602, 'S1B_IW_GRDH_1SDV_20180225T064227_29SNC_22_9', (60, 30, 90, 60)), (0.6813257932662964, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_31_83', (60, 30, 90, 60))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",decoder.up1,"[(0.7976025342941284, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_39_81', (60, 60, 90, 90)), (0.7948060631752014, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (60, 60, 90, 90)), (0.7923426628112793, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (60, 60, 90, 90)), (0.7920738458633423, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (60, 60, 90, 90)), (0.7814489603042603, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (60, 60, 90, 90)), (0.7805309295654297, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (30, 60, 60, 90)), (0.7747262716293335, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_81', (60, 60, 90, 90)), (0.764884352684021, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_39_81', (30, 60, 60, 90)), (0.7596694231033325, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_81', (90, 60, 120, 90)), (0.7590935826301575, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (60, 30, 90, 60)), (0.7575926780700684, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (60, 30, 90, 60)), (0.755122184753418, 'S1A_IW_GRDH_1SDV_20171004T183450_29SNB_36_4', (60, 30, 90, 60)), (0.7545855045318604, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (30, 60, 60, 90)), (0.7544482350349426, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_38_83', (60, 60, 90, 90)), (0.7543075680732727, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_26_81', (60, 60, 90, 90)), (0.754228949546814, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (60, 90, 90, 120)), (0.750560998916626, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (90, 60, 120, 90)), (0.7503412961959839, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 60, 90, 90)), (0.7502123117446899, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_85', (30, 60, 60, 90)), (0.7500470876693726, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_39_81', (90, 60, 120, 90)), (0.7496284246444702, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (60, 60, 90, 90)), (0.7471950054168701, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_16_8', (60, 30, 90, 60)), (0.7453879714012146, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (30, 60, 60, 90)), (0.7450927495956421, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (30, 60, 60, 90)), (0.7450867891311646, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (60, 60, 90, 90)), (0.7447945475578308, 'S1B_IW_GRDH_1SDV_20180515T063356_29SNC_40_1', (30, 60, 60, 90)), (0.7442177534103394, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_39_81', (60, 30, 90, 60)), (0.743931770324707, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_41_82', (30, 60, 60, 90)), (0.7426828145980835, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (60, 30, 90, 60)), (0.7419479489326477, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (60, 90, 90, 120)), (0.7410057783126831, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_31_83', (60, 60, 90, 90)), (0.7405458092689514, 'S1A_IW_GRDH_1SDV_20180225T183512_29SNC_38_3', (60, 60, 90, 90)), (0.7399849891662598, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_82', (60, 60, 90, 90)), (0.7385866641998291, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_88_32', (60, 60, 90, 90)), (0.7381865978240967, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (90, 60, 120, 90)), (0.737877368927002, 'S1B_IW_GRDH_1SDV_20180515T063356_29SNC_40_1', (60, 60, 90, 90)), (0.7376676201820374, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_31_83', (60, 30, 90, 60)), (0.7375679612159729, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (30, 60, 60, 90)), (0.7374517917633057, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_83', (60, 60, 90, 90)), (0.7370376586914062, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_47_80', (60, 60, 90, 90)), (0.736616849899292, 'S1B_IW_GRDH_1SDV_20171004T064231_29SNC_38_12', (30, 60, 60, 90)), (0.7364170551300049, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_38_83', (60, 30, 90, 60)), (0.7360536456108093, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_26_81', (60, 30, 90, 60)), (0.7356854677200317, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_85', (60, 60, 90, 90)), (0.7355605363845825, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_44_85', (60, 30, 90, 60)), (0.7346588969230652, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (60, 90, 90, 120)), (0.734536349773407, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_43_85', (30, 60, 60, 90)), (0.733919084072113, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_44_85', (60, 60, 90, 90)), (0.7328356504440308, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_12_86', (30, 60, 60, 90)), (0.73260498046875, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_82', (30, 60, 60, 90))]"
S1A_IW_GRDH_1SDV_20170812T182647_29SNC_25_55,"(60.0, 60.0, 90.0, 90.0)",decoder.up2,"[(0.8455095291137695, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (32, 64, 64, 96)), (0.8272490501403809, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (64, 64, 96, 96)), (0.8258492946624756, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (32, 64, 64, 96)), (0.8165700435638428, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (88, 64, 120, 96)), (0.8160028457641602, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_58', (64, 64, 96, 96)), (0.8100253939628601, 'S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_11', (32, 32, 64, 64)), (0.8088036179542542, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (32, 64, 64, 96)), (0.8070526719093323, 'S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_11', (64, 32, 96, 64)), (0.8058614730834961, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (32, 32, 64, 64)), (0.8045053482055664, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_2_4', (64, 64, 96, 96)), (0.8036172389984131, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_2_4', (32, 64, 64, 96)), (0.8020941019058228, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (64, 64, 96, 96)), (0.8003190159797668, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_2_4', (64, 64, 96, 96)), (0.8001932501792908, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (0, 64, 32, 96)), (0.7999869585037231, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (88, 64, 120, 96)), (0.7992919683456421, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (0, 64, 32, 96)), (0.7991154193878174, 'S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_11', (64, 64, 96, 96)), (0.7981967926025391, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (64, 64, 96, 96)), (0.7955356240272522, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_52', (64, 64, 96, 96)), (0.7953259348869324, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (64, 64, 96, 96)), (0.7947636842727661, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_0_3', (32, 88, 64, 120)), (0.7927888035774231, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_58', (88, 64, 120, 96)), (0.792405366897583, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (64, 64, 96, 96)), (0.7912522554397583, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_83', (64, 64, 96, 96)), (0.7893544435501099, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (64, 64, 96, 96)), (0.7880358695983887, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (64, 88, 96, 120)), (0.7880032062530518, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_2_4', (88, 64, 120, 96)), (0.7877657413482666, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (32, 88, 64, 120)), (0.787599503993988, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (64, 88, 96, 120)), (0.787408709526062, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (64, 88, 96, 120)), (0.7871783971786499, 'S1B_IW_GRDH_1SDV_20171222T063355_29SND_69_11', (32, 64, 64, 96)), (0.7867627143859863, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (32, 64, 64, 96)), (0.7865908741950989, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_58', (64, 88, 96, 120)), (0.7863157987594604, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_2_4', (64, 32, 96, 64)), (0.7849690318107605, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_83', (88, 64, 120, 96)), (0.7849627137184143, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_0_3', (0, 32, 32, 64)), (0.7844552397727966, 'S1A_IW_GRDH_1SDV_20171221T064238_29SND_2_4', (32, 32, 64, 64)), (0.7844467759132385, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_10_38', (88, 64, 120, 96)), (0.7842527627944946, 'S1B_IW_GRDH_1SDV_20180515T063356_29SND_12_86', (32, 64, 64, 96)), (0.7842377424240112, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (32, 32, 64, 64)), (0.7839981317520142, 'S1A_IW_GRDH_1SDV_20171122T063425_29SND_88_0', (64, 32, 96, 64)), (0.7836989164352417, 'S1A_IW_GRDH_1SDV_20171122T063425_29SND_72_2', (0, 64, 32, 96)), (0.7824238538742065, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_2_4', (64, 32, 96, 64)), (0.7822641730308533, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_83', (32, 64, 64, 96)), (0.781787097454071, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (64, 32, 96, 64)), (0.7814916372299194, 'S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_81', (88, 32, 120, 64)), (0.7802743911743164, 'S1A_IW_GRDH_1SDV_20170925T043256_35VPK_7_39', (64, 32, 96, 64)), (0.7798450589179993, 'S1B_IW_GRDH_1SDV_20171121T064205_29SND_26_81', (88, 32, 120, 64)), (0.7792879343032837, 'S1B_IW_GRDH_1SDV_20180515T063421_29SNC_38_11', (32, 32, 64, 64)), (0.7792381048202515, 'S1A_IW_GRDH_1SDV_20170812T182712_29SNC_42_2', (32, 88, 64, 120))]"
